app,mode,destination,source,price,distance
Uber,UberXL,Theatre District,South Station,12.0,1.3
Uber,UberPool,Haymarket Square,Back Bay,9.0,2.74
Lyft,Lyft XL,West End,Haymarket Square,9.0,0.56
Uber,Black,Northeastern University,Back Bay,15.0,1.22
Uber,WAV,Back Bay,North End,12.0,2.84
Uber,WAV,Theatre District,Haymarket Square,7.0,1.16
Lyft,Lux,North Station,Fenway,22.5,3.22
Lyft,Lyft,North End,Beacon Hill,9.0,2.14
Lyft,Lyft,Haymarket Square,North Station,7.0,0.73
Lyft,Lux Black,West End,South Station,19.5,1.72
Uber,UberPool,Back Bay,Haymarket Square,11.0,2.04
Uber,UberXL,Back Bay,Fenway,13.5,1.5
Lyft,Lyft,South Station,Financial District,7.0,0.44
Uber,UberX,Haymarket Square,Beacon Hill,8.0,1.35
Lyft,Lux Black XL,North Station,Northeastern University,34.0,3.26
Uber,UberPool,Back Bay,North End,10.0,2.34
Uber,WAV,West End,Fenway,9.5,2.72
Uber,Black SUV,West End,Boston University,34.0,3.04
Lyft,Lux,North Station,Boston University,22.5,3.54
Lyft,Lyft,North End,West End,7.0,1.05
Lyft,Lux,South Station,West End,16.5,1.74
Uber,UberPool,Haymarket Square,Beacon Hill,7.5,1.35
Uber,WAV,Beacon Hill,North End,8.0,1.46
Uber,UberXL,Haymarket Square,Back Bay,29.5,2.2
Lyft,Lux,Beacon Hill,Boston University,16.5,2.7
Lyft,Lux,Northeastern University,North Station,22.5,3.3
Lyft,Shared,Theatre District,Boston University,3.5,2.98
Uber,UberPool,Northeastern University,Beacon Hill,7.0,1.97
Uber,Black SUV,Back Bay,Fenway,26.5,1.5
Lyft,Lyft XL,North End,Back Bay,19.5,2.98
Lyft,Shared,Theatre District,Boston University,7.0,2.92
Uber,Black,Financial District,Northeastern University,26.0,4.55
Uber,Black SUV,North Station,Boston University,34.5,3.39
Uber,Black SUV,Theatre District,Boston University,31.5,2.98
Lyft,Lux Black XL,South Station,Beacon Hill,27.5,1.55
Uber,Black SUV,Back Bay,North End,35.0,3.61
Uber,UberPool,Fenway,North Station,9.0,3.05
Lyft,Lux Black,West End,South Station,19.5,1.83
Uber,Black SUV,North End,Theatre District,26.0,1.57
Uber,UberX,Boston University,Beacon Hill,10.5,2.27
Uber,UberX,Boston University,Financial District,14.0,5.56
Uber,WAV,Boston University,West End,11.5,2.8
Lyft,Lux,South Station,Theatre District,10.5,0.6
Uber,Black,Northeastern University,North Station,23.0,2.82
Lyft,Lux,Northeastern University,Financial District,22.5,3.42
Uber,UberPool,Haymarket Square,West End,7.0,0.72
Uber,Black SUV,Haymarket Square,Theatre District,26.0,1.67
Lyft,Lux Black,Back Bay,Haymarket Square,22.5,1.95
Uber,WAV,Theatre District,North End,9.5,1.41
Lyft,Lux Black XL,Beacon Hill,Fenway,38.0,2.37
Uber,WAV,Theatre District,Northeastern University,8.0,1.91
Uber,WAV,Boston University,North Station,11.0,3.01
Lyft,Lux Black XL,Fenway,North Station,32.5,3.13
Lyft,Shared,Theatre District,Fenway,7.0,2.74
Lyft,Lux Black XL,Theatre District,Boston University,34.0,3.02
Uber,UberX,Haymarket Square,Back Bay,15.0,7.38
Lyft,Lux,Northeastern University,Beacon Hill,16.5,2.51
Lyft,Lyft,Boston University,North Station,10.5,3.16
Lyft,Lux Black,South Station,West End,22.5,1.68
Uber,Black,West End,Fenway,18.5,2.72
Lyft,Lyft XL,Boston University,Financial District,22.5,5.38
Uber,UberPool,Boston University,Back Bay,6.5,1.41
Lyft,Lux Black,North End,West End,16.5,1.08
Uber,UberXL,Theatre District,North End,13.0,1.41
Uber,UberX,Northeastern University,Beacon Hill,10.5,2.56
Uber,UberXL,Beacon Hill,South Station,15.0,2.51
Uber,UberXL,West End,South Station,14.0,1.7
Uber,Black,Beacon Hill,North End,19.5,1.9
Lyft,Lux Black XL,Boston University,Financial District,45.5,5.33
Uber,Black SUV,South Station,North Station,27.5,2.17
Uber,Black,North End,Theatre District,19.5,1.57
Uber,Black SUV,Theatre District,Haymarket Square,26.5,1.16
Lyft,Lyft,Theatre District,South Station,7.0,1.07
Lyft,Lyft XL,Financial District,South Station,10.5,0.58
Lyft,Shared,North Station,South Station,3.0,1.69
Lyft,Lux Black XL,North Station,Haymarket Square,27.5,0.54
Lyft,Lux Black XL,Northeastern University,Theatre District,30.0,2.17
Lyft,Lux,North End,Financial District,13.5,1.26
Lyft,Lyft,Beacon Hill,Northeastern University,9.0,2.43
Lyft,Lux,North Station,North End,13.5,1.0
Lyft,Shared,Boston University,West End,7.0,2.89
Uber,UberXL,North End,Back Bay,23.0,3.16
Uber,UberPool,South Station,Beacon Hill,11.0,2.48
Lyft,Lux,Northeastern University,Back Bay,13.5,1.07
Lyft,Lux Black,North Station,Fenway,26.0,3.19
Uber,UberPool,North End,North Station,7.5,2.12
Lyft,Lux Black XL,West End,South Station,27.5,1.72
Lyft,Lux Black XL,Beacon Hill,North End,27.5,1.82
Uber,WAV,Financial District,Northeastern University,12.0,4.55
Lyft,Lux,West End,North End,13.5,1.22
Uber,Black,Back Bay,Northeastern University,18.5,1.64
Uber,UberXL,North Station,Haymarket Square,9.5,0.49
Lyft,Lux Black XL,Back Bay,Northeastern University,45.5,1.24
Uber,WAV,Haymarket Square,North Station,7.0,0.56
Uber,Black SUV,Northeastern University,West End,35.0,3.08
Lyft,Lyft,North End,Theatre District,10.5,1.75
Uber,Black,Theatre District,Northeastern University,22.0,1.89
Uber,WAV,South Station,Beacon Hill,8.5,2.48
Lyft,Lyft XL,Haymarket Square,Financial District,11.0,1.25
Lyft,Lux Black XL,West End,North End,27.5,1.23
Lyft,Lyft,Theatre District,South Station,7.0,1.18
Lyft,Lyft,Back Bay,Fenway,7.0,1.53
Lyft,Shared,Beacon Hill,Fenway,7.0,2.44
Lyft,Lyft XL,Haymarket Square,Theatre District,13.5,1.74
Uber,Black,Haymarket Square,North Station,16.0,0.56
Lyft,Shared,Back Bay,Fenway,5.0,1.46
Lyft,Shared,South Station,Beacon Hill,7.0,2.37
Uber,Black,North End,West End,15.0,0.98
Uber,UberXL,Beacon Hill,Boston University,15.5,2.79
Uber,WAV,Theatre District,Haymarket Square,7.0,1.18
Lyft,Lyft XL,Beacon Hill,Northeastern University,13.5,2.43
Lyft,Lyft XL,Northeastern University,Beacon Hill,13.5,2.06
Uber,UberX,Beacon Hill,Haymarket Square,7.5,0.91
Lyft,Lux Black,North End,Beacon Hill,16.5,1.5
Uber,Black SUV,Theatre District,Boston University,33.0,2.98
Uber,UberPool,Financial District,South Station,6.5,0.54
Uber,WAV,South Station,Beacon Hill,8.5,2.48
Lyft,Shared,Boston University,Beacon Hill,2.5,2.33
Uber,Black SUV,Back Bay,South Station,35.0,3.44
Lyft,Lyft XL,Boston University,Theatre District,19.5,3.07
Lyft,Shared,Financial District,North End,3.5,1.12
Lyft,Shared,North Station,North End,3.0,1.01
Lyft,Lux,South Station,Back Bay,16.5,1.35
Uber,UberX,Beacon Hill,Boston University,9.5,2.79
Uber,UberX,Back Bay,Northeastern University,8.5,1.64
Lyft,Lux Black,North End,Back Bay,26.0,2.78
Lyft,Lyft,Financial District,Boston University,13.5,4.59
Uber,WAV,Haymarket Square,Theatre District,8.5,1.61
Lyft,Shared,Fenway,Beacon Hill,7.0,2.37
Uber,UberXL,Boston University,West End,21.5,2.8
Uber,Black,South Station,Financial District,15.0,0.39
Lyft,Lyft XL,South Station,Financial District,9.0,0.45
Uber,UberXL,Beacon Hill,Haymarket Square,10.5,0.91
Uber,WAV,Boston University,Beacon Hill,9.5,2.27
Uber,UberPool,Beacon Hill,South Station,9.0,2.58
Lyft,Lux Black,Financial District,Northeastern University,27.5,2.89
Lyft,Lyft XL,Boston University,West End,16.5,2.88
Lyft,Lux Black XL,Back Bay,Fenway,26.0,1.45
Uber,UberXL,Beacon Hill,Haymarket Square,10.5,0.91
Uber,Black SUV,North End,Beacon Hill,26.5,1.35
Lyft,Lyft,Boston University,West End,11.0,2.87
Lyft,Lux Black,Fenway,Theatre District,27.5,3.21
Uber,WAV,Beacon Hill,Northeastern University,10.5,2.61
Uber,WAV,Boston University,Theatre District,9.5,2.62
Lyft,Lux,North Station,Haymarket Square,10.5,0.42
Lyft,Lux Black,Back Bay,North End,27.5,2.5
Lyft,Shared,Financial District,South Station,5.0,0.57
Lyft,Shared,Beacon Hill,South Station,7.0,2.48
Uber,Black,Fenway,Financial District,28.0,4.48
Uber,WAV,Beacon Hill,South Station,14.0,2.5
Lyft,Lux Black,North Station,South Station,22.5,2.35
Uber,Black SUV,Financial District,Northeastern University,39.5,4.55
Uber,UberX,Fenway,West End,9.5,2.84
Uber,UberX,North End,North Station,8.0,1.08
Uber,WAV,Theatre District,Boston University,11.5,2.98
Lyft,Lux,Boston University,Theatre District,22.5,3.09
Lyft,Shared,South Station,Beacon Hill,7.0,2.41
Lyft,Lux,Back Bay,North End,22.5,2.86
Uber,UberXL,Fenway,North Station,18.5,3.05
Uber,Black,Fenway,Theatre District,22.0,2.66
Lyft,Lyft XL,Fenway,Theatre District,16.5,3.26
Lyft,Shared,Beacon Hill,Northeastern University,7.0,2.46
Uber,UberX,Haymarket Square,Beacon Hill,7.5,1.35
Lyft,Lux,Haymarket Square,Back Bay,19.5,2.3
Uber,WAV,West End,Fenway,10.5,2.72
Lyft,Lux Black,Beacon Hill,Haymarket Square,16.5,1.4
Lyft,Lyft,Financial District,Haymarket Square,9.0,0.91
Uber,Black,North End,West End,15.0,1.06
Uber,UberX,South Station,Beacon Hill,7.5,1.52
Uber,UberXL,Theatre District,Fenway,16.5,2.66
Lyft,Lux Black XL,Haymarket Square,Back Bay,38.5,2.3
Uber,UberPool,Fenway,Financial District,9.0,4.48
Uber,UberX,North End,West End,9.5,1.23
Uber,UberX,Back Bay,South Station,11.0,3.44
Uber,Black,North End,Beacon Hill,18.5,2.19
Uber,UberX,North Station,Northeastern University,9.5,2.45
Lyft,Lux Black XL,South Station,Beacon Hill,30.0,2.27
Uber,UberX,Fenway,Beacon Hill,10.5,2.32
Uber,Black,Fenway,West End,22.5,2.9
Lyft,Lux Black XL,Financial District,Northeastern University,38.5,4.21
Uber,WAV,Beacon Hill,Fenway,10.5,2.46
Uber,UberXL,Theatre District,South Station,14.0,1.12
Lyft,Lyft XL,Theatre District,Boston University,22.5,2.93
Lyft,Lux,Financial District,Haymarket Square,10.5,0.71
Lyft,Lux,North End,Theatre District,16.5,1.74
Uber,Black,Boston University,Financial District,36.0,5.56
Uber,UberPool,Boston University,West End,10.0,2.8
Lyft,Lux Black,Beacon Hill,Northeastern University,27.5,2.44
Lyft,Lux Black XL,Financial District,North End,26.0,1.15
Uber,UberXL,Northeastern University,North Station,19.0,3.37
Uber,UberX,Beacon Hill,Boston University,11.5,2.79
Lyft,Lux Black,North Station,North End,16.5,1.0
Uber,Black SUV,Theatre District,Fenway,31.0,2.66
Lyft,Lyft,Haymarket Square,Beacon Hill,7.0,1.38
Lyft,Lyft XL,Financial District,Northeastern University,22.5,4.18
Lyft,Lux,Beacon Hill,North End,16.5,1.9
Lyft,Shared,Northeastern University,Financial District,7.0,2.78
Lyft,Shared,Haymarket Square,North Station,5.0,0.73
Lyft,Lyft XL,Back Bay,North End,16.5,2.92
Uber,WAV,Northeastern University,Beacon Hill,12.0,1.92
Uber,UberPool,Financial District,South Station,5.0,0.63
Uber,Black,North Station,Haymarket Square,15.5,0.49
Uber,UberXL,Haymarket Square,West End,10.5,0.72
Uber,WAV,Beacon Hill,Boston University,9.0,2.79
Uber,WAV,Northeastern University,North Station,10.5,3.37
Uber,Black,Haymarket Square,Beacon Hill,17.0,1.35
Uber,Black,Northeastern University,Financial District,24.0,3.3
Uber,UberXL,North End,North Station,8.5,0.29
Lyft,Lyft XL,North End,Back Bay,16.5,2.65
Lyft,Lyft XL,Back Bay,Boston University,13.5,1.62
Lyft,Lux Black,Theatre District,Haymarket Square,19.5,1.23
Uber,UberX,West End,Boston University,10.5,3.53
Uber,UberXL,North End,Financial District,11.5,1.21
Uber,Black SUV,Beacon Hill,South Station,30.5,2.51
Uber,WAV,North Station,North End,8.0,1.03
Lyft,Lyft XL,Financial District,Haymarket Square,10.5,1.05
Uber,UberX,North Station,Haymarket Square,7.0,0.49
Lyft,Lyft,Northeastern University,Beacon Hill,11.0,2.44
Lyft,Shared,South Station,Back Bay,5.0,1.32
Lyft,Lux,North End,Back Bay,22.5,2.61
Lyft,Shared,Theatre District,Northeastern University,7.0,2.54
Uber,UberPool,West End,Boston University,8.5,3.04
Lyft,Shared,Financial District,Fenway,9.0,4.34
Lyft,Lyft,Fenway,Theatre District,11.0,3.15
Uber,UberXL,North Station,Northeastern University,17.5,3.21
Lyft,Lyft XL,Theatre District,Boston University,22.5,2.92
Uber,UberXL,West End,Haymarket Square,12.5,0.62
Lyft,Lux Black XL,Northeastern University,West End,32.5,3.08
Lyft,Lyft XL,Boston University,Theatre District,16.5,3.14
Lyft,Lux Black XL,Fenway,North Station,34.0,3.21
Uber,UberXL,West End,North End,13.5,1.35
Lyft,Lux,West End,Fenway,19.5,2.83
Uber,Black SUV,Beacon Hill,Haymarket Square,26.5,0.91
Lyft,Lyft XL,Boston University,West End,16.5,2.88
Uber,Black,North End,Financial District,15.0,1.21
Lyft,Lyft,Fenway,Financial District,13.5,4.52
Lyft,Lux Black,Haymarket Square,Back Bay,22.5,2.32
Lyft,Lyft XL,South Station,Beacon Hill,22.5,2.32
Uber,UberX,Back Bay,Haymarket Square,11.5,2.3
Lyft,Lux Black,North Station,Boston University,30.0,3.45
Uber,WAV,Haymarket Square,Theatre District,8.5,1.61
Lyft,Shared,North Station,South Station,7.0,1.72
Lyft,Lyft XL,West End,Fenway,16.5,2.81
Lyft,Lyft,South Station,Beacon Hill,10.5,2.42
Uber,Black SUV,Beacon Hill,Boston University,35.0,3.23
Lyft,Lyft,South Station,West End,7.0,1.53
Uber,WAV,Haymarket Square,North Station,7.0,0.56
Lyft,Lux Black XL,Boston University,Beacon Hill,30.0,2.41
Uber,UberPool,Boston University,Beacon Hill,7.5,2.27
Uber,UberX,Financial District,Boston University,15.0,4.74
Uber,UberPool,Fenway,West End,7.5,2.84
Uber,Black,Beacon Hill,Fenway,26.0,3.53
Lyft,Lyft,West End,Northeastern University,11.0,2.85
Lyft,Lux Black,Fenway,Financial District,30.0,4.54
Uber,WAV,West End,South Station,10.5,1.71
Lyft,Lux,Haymarket Square,Beacon Hill,13.5,1.37
Lyft,Lyft,Fenway,Back Bay,7.0,1.39
Lyft,Shared,Boston University,Back Bay,11.0,1.57
Uber,Black,Boston University,Theatre District,21.5,2.62
Uber,UberPool,North End,Theatre District,8.5,1.57
Lyft,Lyft,Theatre District,Haymarket Square,9.0,1.17
Uber,UberX,Financial District,North End,7.5,1.07
Uber,UberPool,Theatre District,Fenway,9.0,2.66
Lyft,Lux Black XL,Boston University,Theatre District,38.5,3.08
Uber,WAV,Fenway,North Station,10.5,3.05
Uber,UberXL,Boston University,Back Bay,12.0,1.41
Lyft,Lux,Fenway,Back Bay,13.5,1.67
Uber,Black,Fenway,Beacon Hill,21.5,2.32
Lyft,Lux Black,South Station,Financial District,16.5,0.49
Uber,Black SUV,Beacon Hill,Haymarket Square,27.5,0.91
Uber,UberPool,North Station,South Station,8.0,1.61
Lyft,Lux Black,West End,Boston University,27.5,3.41
Lyft,Lux Black XL,Beacon Hill,North End,30.0,2.0
Uber,UberX,Fenway,Financial District,14.0,4.48
Uber,UberPool,Northeastern University,Financial District,10.0,3.3
Lyft,Lyft XL,Theatre District,Northeastern University,16.5,2.58
Uber,Black SUV,Northeastern University,West End,30.5,3.2
Lyft,Lux Black XL,West End,South Station,27.5,1.73
Uber,WAV,Beacon Hill,South Station,9.5,2.5
Lyft,Lux Black,South Station,Theatre District,16.5,0.68
Uber,UberX,Beacon Hill,Northeastern University,11.5,2.61
Uber,UberXL,Boston University,West End,17.5,2.8
Lyft,Lux Black XL,Haymarket Square,North Station,26.0,0.62
Uber,UberPool,Northeastern University,Theatre District,8.0,1.8
Lyft,Lux,Beacon Hill,North End,19.5,2.45
Uber,Black SUV,Haymarket Square,North Station,27.5,0.56
Lyft,Lux Black,Northeastern University,West End,27.5,3.02
Lyft,Lyft XL,Theatre District,Fenway,16.5,2.74
Uber,UberXL,West End,Fenway,16.0,2.72
Lyft,Shared,Fenway,Beacon Hill,9.0,2.38
Lyft,Lyft,Boston University,Back Bay,7.0,1.56
Lyft,Lyft XL,Boston University,Back Bay,13.5,1.44
Uber,Black,North Station,Haymarket Square,15.0,0.49
Uber,Black,Beacon Hill,North End,17.5,1.46
Uber,UberPool,Theatre District,North End,8.0,1.41
Lyft,Lux,West End,Boston University,19.5,3.04
Uber,UberX,Back Bay,Boston University,8.0,1.56
Uber,Black,Theatre District,South Station,15.0,1.3
Lyft,Lux,North Station,Northeastern University,22.5,3.24
Lyft,Lyft XL,Theatre District,Fenway,16.5,2.74
Lyft,Lux Black,North End,West End,16.5,1.08
Uber,Black,West End,Fenway,23.0,2.72
Uber,Black,Fenway,North Station,23.0,3.05
Uber,Black SUV,Boston University,North Station,33.5,3.01
Lyft,Lyft,Northeastern University,West End,11.0,3.04
Uber,UberX,Haymarket Square,Financial District,7.5,1.02
Lyft,Shared,Theatre District,North End,7.0,1.56
Lyft,Lux Black,Back Bay,Boston University,22.5,1.52
Lyft,Lux Black,South Station,North Station,19.5,2.16
Uber,WAV,Fenway,Theatre District,10.5,2.66
Uber,WAV,Back Bay,Boston University,8.0,1.56
Lyft,Lux Black,Haymarket Square,Financial District,16.5,1.25
Lyft,Lux Black,Boston University,Beacon Hill,22.5,2.27
Lyft,Lux Black XL,Northeastern University,West End,34.0,3.03
Lyft,Lyft,Haymarket Square,Back Bay,9.0,2.31
Uber,UberX,Back Bay,Northeastern University,8.0,1.64
Uber,WAV,Boston University,Theatre District,13.5,2.73
Uber,UberX,South Station,North Station,9.0,2.12
Uber,Black,South Station,Back Bay,18.5,1.68
Uber,WAV,West End,South Station,9.5,1.71
Uber,Black,Haymarket Square,West End,15.5,0.72
Uber,UberPool,Boston University,Beacon Hill,7.5,2.27
Lyft,Lux Black,Boston University,North Station,26.0,3.22
Lyft,Shared,Boston University,Back Bay,5.0,1.49
Uber,UberXL,Northeastern University,Back Bay,14.0,1.1
Lyft,Lux Black,Back Bay,South Station,38.0,3.24
Uber,Black SUV,Northeastern University,Beacon Hill,31.5,1.96
Lyft,Lux Black,Boston University,Theatre District,34.0,4.71
Uber,WAV,Boston University,Financial District,17.5,5.56
Lyft,Lux Black,Beacon Hill,Haymarket Square,16.5,1.4
Uber,WAV,Beacon Hill,Northeastern University,9.5,2.61
Lyft,Lux Black,Theatre District,Northeastern University,30.0,2.22
Lyft,Shared,North Station,North End,5.0,1.11
Uber,UberXL,North Station,Northeastern University,16.5,3.22
Lyft,Lux Black XL,North Station,North End,27.5,1.01
Uber,UberXL,South Station,West End,13.0,2.14
Uber,Black SUV,South Station,Financial District,27.0,0.39
Lyft,Lux,North Station,Haymarket Square,11.0,0.58
Uber,UberX,Theatre District,Northeastern University,7.0,1.24
Lyft,Lyft,Beacon Hill,Boston University,9.0,2.7
Lyft,Lux,Haymarket Square,Beacon Hill,13.5,1.24
Lyft,Lyft XL,Fenway,Beacon Hill,13.5,2.29
Lyft,Lyft XL,Northeastern University,Financial District,22.5,4.33
Lyft,Lux Black,South Station,West End,19.5,1.74
Uber,UberX,Theatre District,North End,9.5,1.7
Uber,UberX,Theatre District,Boston University,11.0,2.98
Lyft,Lux Black XL,North End,Beacon Hill,27.5,2.08
Uber,Black,North End,Theatre District,17.0,1.57
Uber,Black,North End,North Station,15.0,1.08
Lyft,Lux Black,North Station,South Station,22.5,2.49
Lyft,Shared,Haymarket Square,Back Bay,7.0,2.29
Lyft,Lux Black,West End,Northeastern University,27.5,2.88
Lyft,Lux,Northeastern University,Financial District,22.5,3.21
Lyft,Lyft XL,Fenway,North Station,16.5,3.17
Uber,UberX,Theatre District,Boston University,11.5,2.45
Uber,UberPool,Haymarket Square,West End,6.5,0.72
Lyft,Lyft XL,Haymarket Square,North Station,10.5,0.75
Lyft,Shared,South Station,North Station,5.0,2.11
Lyft,Lux,North Station,Haymarket Square,11.0,0.57
Uber,UberPool,Fenway,Back Bay,7.0,1.34
Uber,Black,Boston University,Beacon Hill,22.0,2.27
Lyft,Lux Black,Financial District,North End,16.5,1.12
Lyft,Lux,North Station,North End,13.5,1.07
Lyft,Lux Black XL,Beacon Hill,Fenway,30.0,2.44
Lyft,Lyft,Northeastern University,North Station,11.0,3.28
Uber,WAV,West End,Fenway,11.5,2.72
Lyft,Lux Black,Financial District,South Station,16.5,0.58
Lyft,Lux Black,Northeastern University,West End,26.0,3.04
Lyft,Lyft,Haymarket Square,West End,7.0,0.96
Uber,UberX,North End,West End,8.5,1.23
Lyft,Lux,West End,Fenway,16.5,2.86
Uber,UberPool,South Station,Beacon Hill,8.0,2.48
Lyft,Lux,Beacon Hill,Fenway,16.5,2.41
Lyft,Shared,North Station,Northeastern University,7.0,3.25
Lyft,Lux,Theatre District,Boston University,19.5,2.98
Uber,UberPool,South Station,Theatre District,6.5,0.55
Lyft,Lux Black XL,North End,Theatre District,30.0,1.73
Uber,Black SUV,South Station,Theatre District,26.0,0.55
Lyft,Lux Black XL,Beacon Hill,North End,26.0,1.85
Uber,WAV,Financial District,Boston University,16.5,3.76
Lyft,Shared,North Station,Northeastern University,5.0,3.26
Uber,UberX,North End,West End,8.5,1.0
Lyft,Lyft XL,Financial District,Fenway,26.0,3.57
Uber,Black SUV,Haymarket Square,Financial District,27.5,1.25
Uber,UberPool,Theatre District,Boston University,8.0,2.45
Lyft,Lyft XL,Financial District,South Station,9.0,0.57
Lyft,Shared,Fenway,West End,3.0,2.95
Uber,WAV,Theatre District,Fenway,10.5,2.66
Uber,Black,Boston University,West End,25.0,2.8
Uber,Black,Theatre District,South Station,15.0,1.3
Uber,Black,Back Bay,Fenway,17.0,1.5
Lyft,Shared,Back Bay,Haymarket Square,7.0,1.96
Lyft,Lyft,South Station,Beacon Hill,10.5,2.26
Lyft,Shared,Boston University,West End,7.0,2.89
Uber,Black,Haymarket Square,Financial District,15.0,1.02
Uber,Black SUV,West End,Haymarket Square,26.0,0.61
Lyft,Lyft XL,Back Bay,Boston University,13.5,1.49
Lyft,Lyft,Fenway,North Station,10.5,3.19
Uber,UberPool,North End,Beacon Hill,8.0,2.19
Uber,Black SUV,Back Bay,Haymarket Square,28.5,1.84
Uber,UberX,Boston University,West End,11.5,2.8
Lyft,Lux,North End,West End,13.5,1.06
Uber,UberXL,Boston University,North Station,16.5,3.01
Lyft,Shared,Northeastern University,Theatre District,7.0,2.24
Lyft,Lux Black XL,South Station,Financial District,27.5,0.46
Uber,UberPool,Fenway,Beacon Hill,7.5,2.32
Uber,WAV,Fenway,Back Bay,8.5,1.34
Lyft,Lux Black XL,Financial District,North End,26.0,1.15
Lyft,Lyft,Boston University,Theatre District,10.5,3.1
Lyft,Lux,Financial District,Fenway,38.5,3.55
Uber,UberXL,South Station,Beacon Hill,15.0,2.48
Lyft,Shared,North End,Financial District,3.5,1.23
Uber,UberPool,Beacon Hill,Northeastern University,8.0,2.61
Uber,UberXL,North Station,North End,11.5,1.03
Uber,WAV,Financial District,South Station,6.5,0.63
Uber,UberXL,Haymarket Square,Financial District,11.5,1.25
Lyft,Lux,North Station,Fenway,19.5,3.2
Lyft,Lux Black XL,Haymarket Square,Back Bay,34.0,2.24
Lyft,Lyft,North Station,South Station,9.0,1.72
Uber,Black,Beacon Hill,Fenway,18.0,2.46
Uber,Black SUV,South Station,Financial District,26.0,0.39
Uber,WAV,North End,Beacon Hill,7.5,1.39
Lyft,Lux Black XL,Haymarket Square,West End,27.5,0.76
Uber,Black SUV,Haymarket Square,North Station,26.0,0.56
Uber,UberX,Back Bay,Northeastern University,13.0,1.64
Lyft,Lyft,Northeastern University,Theatre District,9.0,2.12
Uber,Black,Financial District,Boston University,29.5,4.72
Lyft,Lux Black XL,Haymarket Square,Theatre District,30.0,1.64
Uber,Black,Back Bay,Haymarket Square,18.5,1.79
Lyft,Lux,Beacon Hill,Fenway,32.5,2.37
Uber,UberXL,Beacon Hill,North End,16.5,1.9
Uber,WAV,North End,Theatre District,7.5,1.57
Lyft,Shared,Theatre District,Boston University,10.5,2.95
Uber,UberX,Haymarket Square,West End,8.0,0.86
Lyft,Lux Black XL,Theatre District,Boston University,65.0,2.94
Uber,Black,West End,South Station,24.5,2.88
Uber,Black,Boston University,North Station,25.5,3.01
Lyft,Lyft XL,Boston University,Back Bay,13.5,1.45
Uber,UberPool,Beacon Hill,Fenway,9.0,2.46
Lyft,Lyft XL,Northeastern University,Beacon Hill,13.5,2.01
Uber,Black SUV,Back Bay,Boston University,28.0,1.56
Uber,UberXL,West End,North End,12.0,1.16
Lyft,Lux,South Station,Financial District,16.5,0.46
Uber,Black,West End,North End,16.0,1.16
Lyft,Lux,Financial District,Fenway,22.5,4.36
Uber,UberPool,Fenway,Back Bay,6.5,1.34
Uber,WAV,South Station,Theatre District,6.5,0.02
Uber,WAV,Back Bay,North End,10.5,2.62
Uber,UberXL,Financial District,Northeastern University,24.0,4.55
Lyft,Lux,North End,Beacon Hill,13.5,1.45
Lyft,Lyft XL,Northeastern University,Beacon Hill,16.5,2.5
Uber,Black SUV,North Station,Boston University,32.0,3.39
Lyft,Lyft XL,Northeastern University,Theatre District,13.5,2.15
Lyft,Lux Black XL,Beacon Hill,North End,30.0,1.73
Lyft,Lyft XL,Back Bay,Northeastern University,11.0,1.22
Lyft,Lux Black XL,Boston University,Theatre District,42.5,4.83
Uber,Black SUV,North Station,North End,27.0,1.03
Uber,WAV,Financial District,Haymarket Square,8.5,0.99
Lyft,Lyft,Back Bay,South Station,13.5,2.03
Lyft,Shared,Back Bay,Northeastern University,5.0,1.45
Uber,Black SUV,West End,South Station,29.0,1.97
Lyft,Lux Black,Boston University,Financial District,38.0,5.39
Uber,UberPool,Theatre District,Haymarket Square,6.5,1.16
Lyft,Shared,Theatre District,Haymarket Square,3.5,1.22
Uber,UberXL,Theatre District,North End,13.0,1.41
Uber,UberPool,Haymarket Square,Beacon Hill,7.5,1.35
Lyft,Lyft,Fenway,North Station,11.0,3.2
Uber,Black SUV,Boston University,Back Bay,26.0,1.41
Uber,UberPool,West End,Boston University,8.0,3.04
Uber,WAV,Boston University,North Station,10.5,3.01
Uber,Black SUV,Theatre District,South Station,26.0,1.69
Lyft,Lyft XL,Fenway,Back Bay,13.5,1.45
Uber,UberX,Back Bay,Boston University,8.0,1.56
Uber,UberXL,North End,Back Bay,16.0,2.7
Lyft,Lyft XL,Beacon Hill,Northeastern University,13.5,2.44
Lyft,Lux,North Station,Northeastern University,22.5,3.26
Lyft,Lux,Theatre District,South Station,16.5,1.09
Lyft,Shared,Theatre District,Fenway,7.0,2.72
Lyft,Lux,Northeastern University,Beacon Hill,16.5,2.56
Uber,UberPool,North Station,South Station,8.0,2.29
Lyft,Lux Black XL,North Station,South Station,32.5,2.3
Lyft,Shared,Financial District,Haymarket Square,3.5,1.0
Lyft,Lyft XL,North End,Back Bay,16.5,2.4
Lyft,Lux,Fenway,Back Bay,13.5,1.43
Lyft,Shared,Theatre District,North End,7.0,1.5
Lyft,Lyft,Fenway,Financial District,13.5,4.24
Lyft,Lyft XL,Boston University,Theatre District,22.5,4.77
Lyft,Lux Black,North Station,Northeastern University,30.0,3.34
Lyft,Shared,Beacon Hill,Fenway,9.0,2.38
Uber,UberX,Boston University,Beacon Hill,9.5,2.27
Lyft,Lyft XL,Back Bay,South Station,13.5,2.11
Uber,UberPool,West End,Northeastern University,9.0,3.54
Uber,WAV,Northeastern University,Financial District,18.5,3.3
